dark,None
companion,None
neverland,One Word
defy,One Word
the,___ and ___
earl,___ and ___
and,___ and ___
the,___ and ___
"fairy,",___ and ___
volume,___ and ___
01,___ and ___
the,"""The"" One Word"
forgetting,"""The"" One Word"
jinx's,None
magic,None
the,"""The"" One Word"
line,"""The"" One Word"
"rasl,",___ of ___
vol.,___ of ___
2:,___ of ___
the,___ of ___
fire,___ of ___
of,___ of ___
st.,___ of ___
george,___ of ___
the,___ of ___
wings,___ of ___
of,___ of ___
merlin,___ of ___
incendiary,One Word
patternmaster,One Word
city,___ of ___
of,___ of ___
time,___ of ___
spirit,___ of ___
animals:,___ of ___
the,___ of ___
book,___ of ___
of,___ of ___
shane,___ of ___
#1,___ of ___
death,None
is,None
a,None
lonely,None
business,None
the,None
princess,None
in,None
the,None
opal,None
mask,None
the,___ of ___
case,___ of ___
study,___ of ___
of,___ of ___
"vanitas,",___ of ___
chapter,___ of ___
1,___ of ___
stolen,None
away,None
dodger's,None
doorway,None
pies,___ and ___
and,___ and ___
prejudice,___ and ___
neverness,One Word
the,The Adj Noun
vengekeep,The Adj Noun
prophecies,The Adj Noun
slaves,___ of ___
of,___ of ___
socorro,___ of ___
floors,One Word
the,The Adj Noun
gorgon's,The Adj Noun
gaze,The Adj Noun
the,"""The"" One Word"
gracekeepers,"""The"" One Word"
beggar,None
magic,None
american,None
"vampire,",None
vol.,None
4,None
jennie,One Word
the,The Adj Noun
dark,The Adj Noun
wife,The Adj Noun
a,None
faerie's,None
revenge,None
on,None
the,None
other,None
side,None
the,None
girl,None
in,None
between,None
coalition's,None
end,None
18,None
things,None
a,None
kidnapped,None
santa,None
claus,None
"mushishi,",None
vol.,None
5,None
an,None
earthly,None
king,None
tournament,___ of ___
of,___ of ___
losers,___ of ___
the,___ and ___
princess,___ and ___
&,___ and ___
the,___ and ___
penis,___ and ___
the,None
selection,None
series,None
collection,None
the,___ of ___
riders,___ of ___
of,___ of ___
thunder,___ of ___
realm,___ of ___
the,___ of ___
adventures,___ of ___
of,___ of ___
"charls,",___ of ___
the,___ of ___
veretian,___ of ___
cloth,___ of ___
merchant,___ of ___
a,___ of ___
promise,___ of ___
of,___ of ___
fire,___ of ___
the,___ of ___
complete,___ of ___
stories,___ of ___
of,___ of ___
theodore,___ of ___
"sturgeon,",___ of ___
volume,___ of ___
ii:,___ of ___
microcosmic,___ of ___
god,___ of ___
digital,None
knight,None
the,None
lady,None
or,None
the,None
tiger?,None
higurashi,None
when,None
they,None
cry:,None
abducted,None
by,None
demons,None
"arc,",None
vol.,None
1,None
zoe,None
the,None
skating,None
fairy,None
feversong,One Word
code,None
zero,None
eyes,None
to,None
the,None
soul,None
blood,None
for,None
blood,None
aurora,One Word
the,The Adj Noun
parafaith,The Adj Noun
war,The Adj Noun
who,None
fears,None
death,None
the,None
carbynarah,None
chronicles:,None
an,None
epic,None
fantasy,None
adventure,None
the,"""The"" One Word"
empress,"""The"" One Word"
slayers,One Word
huntress,One Word
paper,None
girls:,None
book,None
one,None
яed,One Word
the,___ of ___
men,___ of ___
of,___ of ___
letters,___ of ___
bestiary:,___ of ___
winchester,___ of ___
family,___ of ___
edition,___ of ___
(supernatural),___ of ___
prince,None
valiant,None
vol.,None
1:,None
the,None
prophecy,None
limitless,One Word
win,One Word
starship's,None
mage:,None
omnibus,None
the,The Adj Noun
stockholm,The Adj Noun
octavo,The Adj Noun
a,___ of ___
time,___ of ___
of,___ of ___
dread,___ of ___
the,___ of ___
ravenmaster's,___ of ___
secret:,___ of ___
escape,___ of ___
from,___ of ___
the,___ of ___
tower,___ of ___
of,___ of ___
london,___ of ___
the,The Adj Noun
crown's,The Adj Noun
fate,The Adj Noun
sire,One Word
storm,None
thief,None
the,None
wind,None
from,None
the,None
sun,None
queen,___ of ___
of,___ of ___
hearts,___ of ___
the,___ of ___
rise,___ of ___
of,___ of ___
skywalker,___ of ___
casto,One Word
apocalypse,One Word
the,The Adj Noun
scent,The Adj Noun
keeper,The Adj Noun
parade,One Word
reveal,None
me,None
everless,One Word
halo:,None
first,None
strike,None
the,The Adj Noun
shadow,The Adj Noun
wand,The Adj Noun
huntress,One Word
thea,___ and ___
stilton,___ and ___
and,___ and ___
the,___ and ___
mystery,___ and ___
in,___ and ___
paris,___ and ___
sinister,___ of ___
seraphim,___ of ___
of,___ of ___
mine,___ of ___
the,None
selection,None
series,None
1-5,None
book,None
set,None
(the,None
selection,None
#1-5),None
ascendance,___ of ___
of,___ of ___
a,___ of ___
bookworm:,___ of ___
volume,___ of ___
1,___ of ___
astro,None
"city,",None
vol.,None
4:,None
the,None
tarnished,None
angel,None
aru,___ of ___
shah,___ of ___
and,___ of ___
the,___ of ___
song,___ of ___
of,___ of ___
death,___ of ___
the,"""The"" One Word"
seekers,"""The"" One Word"
high,None
wizardry,None
serafina,___ and ___
and,___ and ___
the,___ and ___
splintered,___ and ___
heart,___ and ___
ender's,None
game:,None
ender,None
in,None
exile,None
(marvel,None
premiere,None
editions),None
the,___ of ___
invisible,___ of ___
life,___ of ___
of,___ of ___
addie,___ of ___
larue,___ of ___
so,None
far,None
from,None
god,None
elven,None
star,None
three,None
shadows,None
planet,___ of ___
of,___ of ___
adventure,___ of ___
farnham's,None
freehold,None
iron,None
angel,None
sign,___ of ___
of,___ of ___
the,___ of ___
unicorn,___ of ___
biting,None
the,None
sun,None
the,The Adj Noun
spirit,The Adj Noun
ring,The Adj Noun
the,The Adj Noun
dark,The Adj Noun
griffin,The Adj Noun
the,___ of ___
legend,___ of ___
of,___ of ___
the,___ of ___
firefish,___ of ___
cry,None
for,None
the,None
moon,None
after,None
silence,None
scarlet,___ and ___
and,___ and ___
the,___ and ___
white,___ and ___
wolf:,___ and ___
the,___ and ___
pedlar,___ and ___
and,___ and ___
the,___ and ___
bandit,___ and ___
king,___ and ___
the,___ of ___
power,___ of ___
of,___ of ___
two,___ of ___
night,None
world:,None
the,None
ultimate,None
fan,None
guide,None
westmark,One Word
mason,One Word
about,None
time:,None
12,None
short,None
stories,None
burying,None
the,None
shadow,None
immortal,One Word
awakening,One Word
dynasty,___ of ___
of,___ of ___
ghosts,___ of ___
"lucinda,",None
dangerously,None
chains,___ of ___
of,___ of ___
ice,___ of ___
running,None
scared,None
over,None
the,None
moon,None
resurrection,One Word
selected,___ and ___
poems,___ and ___
and,___ and ___
tales,___ and ___
in,___ of ___
the,___ of ___
land,___ of ___
of,___ of ___
time:,___ of ___
and,___ of ___
other,___ of ___
fantasy,___ of ___
tales,___ of ___
triton,One Word
the,The Adj Noun
rope,The Adj Noun
trick,The Adj Noun
underdead,One Word
my,None
avenging,None
angel,None
scott,None
"pilgrim,",None
volume,None
6:,None
scott,None
pilgrim's,None
finest,None
hour,None
the,___ of ___
art,___ of ___
of,___ of ___
seducing,___ of ___
a,___ of ___
naked,___ of ___
werewolf,___ of ___
"lucifer,",None
vol.,None
1:,None
devil,None
in,None
the,None
gateway,None
blood,None
oath,None
13,None
bullets,None
low,None
red,None
moon,None
transformation,One Word
hybrids,One Word
promethea,One Word
waiting,None
for,None
the,None
galactic,None
bus,None
the,The Adj Noun
neon,The Adj Noun
court,The Adj Noun
time,___ and ___
and,___ and ___
chance,___ and ___
dragon,None
aster,None
dark,None
predator,None
the,___ of ___
muse,___ of ___
of,___ of ___
edouard,___ of ___
manet,___ of ___
the,___ of ___
back,___ of ___
door,___ of ___
of,___ of ___
midnight,___ of ___
the,___ of ___
walls,___ of ___
of,___ of ___
westernfort,___ of ___
house,___ of ___
of,___ of ___
shadows,___ of ___
the,___ and ___
commander,___ and ___
and,___ and ___
the,___ and ___
den,___ and ___
asaan,___ and ___
rautu,___ and ___
the,"""The"" One Word"
loch,"""The"" One Word"
river,None
cast,None
nostradamus,None
ate,None
my,None
hamster,None
once,None
upon,None
a,None
time,None
in,None
the,None
north,None
winterbirth,One Word
the,The Adj Noun
golden,The Adj Noun
scarab,The Adj Noun
fullmetal,None
"alchemist,",None
vol.,None
5,None
brother,None
odd,None
the,The Adj Noun
witch's,The Adj Noun
boy,The Adj Noun
aphrodite,None
the,None
diva,None
charlie,___ and ___
bone,___ and ___
and,___ and ___
the,___ and ___
invisible,___ and ___
boy,___ and ___
the,None
hunger,None
games,None
tribute,None
guide,None
finding,None
forgiveness,None
avatar,None
volume,None
3:,None
the,None
last,None
airbender,None
legends,___ of ___
-,___ of ___
short,___ of ___
novels,___ of ___
by,___ of ___
the,___ of ___
masters,___ of ___
of,___ of ___
modern,___ of ___
fantasy,___ of ___
wild,None
things,None
beowulf's,None
children,None
before,None
midnight,None
(once,None
upon,None
a,None
time),None
the,The Adj Noun
owl,The Adj Noun
keeper,The Adj Noun
the,None
high,None
rise,None
glorious,None
skittle,None
skat,None
roarious,None
sky,None
pie,None
angel,None
food,None
cake,None
lord,___ of ___
of,___ of ___
vengeance,___ of ___
the,None
highlander,None
series:,None
7-book,None
bundle,None
the,___ of ___
physics,___ of ___
of,___ of ___
star,___ of ___
trek,___ of ___
the,The Adj Noun
serpent,The Adj Noun
mage,The Adj Noun
the,___ of ___
fall,___ of ___
of,___ of ___
terok,___ of ___
nor,___ of ___
the,___ and ___
cat,___ and ___
in,___ and ___
the,___ and ___
hat,___ and ___
and,___ and ___
other,___ and ___
dr.,___ and ___
seuss,___ and ___
favorites,___ and ___
"berserk,",None
vol.,None
9,None
fallen,None
legion,None
ameca,___ of ___
j,___ of ___
and,___ of ___
the,___ of ___
legacy,___ of ___
of,___ of ___
menindus,___ of ___
death:,___ of ___
the,___ of ___
time,___ of ___
of,___ of ___
your,___ of ___
life,___ of ___
ghosts,___ of ___
of,___ of ___
rosewood,___ of ___
asylum,___ of ___
here,One Word
the,___ of ___
war,___ of ___
of,___ of ___
the,___ of ___
dwarves,___ of ___
residue,One Word
basilisk,One Word
the,None
call,None
to,None
vengeance,None
ignite,One Word
rise,___ of ___
of,___ of ___
the,___ of ___
demons,___ of ___
miles,None
in,None
love,None
chu's,None
day,None
santa's,None
executive,None
mortal,None
fire,None
eight,___ of ___
days,___ of ___
of,___ of ___
luke,___ of ___
hidden,One Word
hellhole,One Word
beneath,None
the,None
surface,None
the,The Adj Noun
cold,The Adj Noun
one,The Adj Noun
conan,None
the,None
adventurer,None
the,"""The"" One Word"
summoner,"""The"" One Word"
vampires,None
don't,None
sparkle!,None
the,"""The"" One Word"
farm,"""The"" One Word"
inversions,One Word
castle,None
"waiting,",None
vol.,None
2,None
never,None
bite,None
a,None
boy,None
on,None
the,None
first,None
date,None
carpathia,One Word
the,None
man,None
at,None
the,None
door,None
brain,None
jack,None
devoured,One Word
curious,None
george,None
the,"""The"" One Word"
triplex,"""The"" One Word"
interview,None
with,None
the,None
vampire:,None
claudia's,None
story,None
origins,One Word
the,None
serial,None
garden:,None
the,None
complete,None
armitage,None
family,None
stories,None
jill,None
kismet:,None
the,None
complete,None
series,None
arena,None
one:,None
slaverunners,None
walt,None
disney's,None
dumbo,None
(a,None
little,None
golden,None
book),None
prisoner,One Word
hawk,None
quest,None
batman:,None
noël,None
the,___ of ___
lord,___ of ___
of,___ of ___
the,___ of ___
rings:,___ of ___
the,___ of ___
art,___ of ___
of,___ of ___
the,___ of ___
two,___ of ___
towers,___ of ___
tangled,None
tides,None
rubenesque,None
rapture,None
the,The Adj Noun
silver,The Adj Noun
wolf,The Adj Noun
"deadpool,",None
volume,None
1:,None
dead,None
presidents,None
the,The Adj Noun
tattered,The Adj Noun
banner,The Adj Noun
before,One Word
the,The Adj Noun
werewolf,The Adj Noun
upstairs,The Adj Noun
lord,___ of ___
of,___ of ___
snow,___ of ___
and,___ of ___
shadows,___ of ___
betwixt,One Word
midshipman's,None
hope,None
blood,___ of ___
of,___ of ___
tyrants,___ of ___
the,None
sandman,None
"omnibus,",None
vol.,None
2,None
casket,___ of ___
of,___ of ___
souls,___ of ___
the,The Adj Noun
floating,The Adj Noun
island,The Adj Noun
splendors,___ and ___
and,___ and ___
glooms,___ and ___
the,The Adj Noun
splendour,The Adj Noun
falls,The Adj Noun
the,___ of ___
prison,___ of ___
of,___ of ___
angels,___ of ___
once,None
"bitten,",None
twice,None
burned,None
may,None
bird,None
among,None
the,None
stars,None
in,None
liam's,None
wake:,None
the,None
makeshift,None
soldier,None
phantom,___ and ___
bigfoot,___ and ___
&,___ and ___
the,___ and ___
vampettes,___ and ___
from,___ and ___
venus,___ and ___
(phantom,___ and ___
bigfoot,___ and ___
"series,",___ and ___
#2),___ and ___
one,None
thousand,None
years,None
to,None
forever,None
curses,___ and ___
and,___ and ___
smoke,___ and ___
born,None
to,None
be,None
bad,None
the,___ of ___
map,___ of ___
of,___ of ___
the,___ of ___
sky,___ of ___
doctor,None
who:,None
eleven,None
"doctors,",None
eleven,None
stories,None
blind,None
sight,None
burned,One Word
velveteen,One Word
the,"""The"" One Word"
chosen,"""The"" One Word"
nick,None
nightmare,None
investigates,None
binding,None
the,None
shadows,None
consumed,One Word
etched,None
in,None
bone,None
autumn,None
whispers,None
total,None
eclipse,None
misery,None
loves,None
company,None
black,None
city,None
false,None
horizon,None
duck,None
for,None
president,None
bride,___ of ___
of,___ of ___
the,___ of ___
wolf,___ of ___
last,None
days,None
dead,None
is,None
a,None
killer,None
tune,None
the,___ of ___
state,___ of ___
of,___ of ___
the,___ of ___
art,___ of ___
doctor,None
who:,None
the,None
stone,None
rose,None
"gold,",___ and ___
babies,___ and ___
and,___ and ___
the,___ and ___
brothers,___ and ___
muldoon,___ and ___
"tall,",___ and ___
dark,___ and ___
and,___ and ___
divine,___ and ___
forging,None
the,None
darksword,None
fort,None
freak,None
nevermore,One Word
the,None
"dark-hunters,",None
vol.,None
1,None
magician's,None
end,None
forgotten,None
lore:,None
volume,None
i,None
the,"""The"" One Word"
ragwitch,"""The"" One Word"
dark,None
souls,None
wild,None
rain,None
emily's,___ of ___
secret,___ of ___
book,___ of ___
of,___ of ___
strange,___ of ___
the,The Adj Noun
winter,The Adj Noun
people,The Adj Noun
is,None
it,None
wrong,None
to,None
try,None
to,None
pick,None
up,None
girls,None
in,None
a,None
dungeon?,None
light,None
"novels,",None
vol.,None
1,None
the,The Adj Noun
sun,The Adj Noun
dwellers,The Adj Noun
frost,None
moon,None
corruption,One Word
true,One Word
captured,One Word
friendship,None
according,None
to,None
humphrey,None
earthbound,One Word
beast,___ of ___
master's,___ of ___
planet:,___ of ___
omnibus,___ of ___
of,___ of ___
beast,___ of ___
master,___ of ___
and,___ of ___
lord,___ of ___
of,___ of ___
thunder,___ of ___
the,"""The"" One Word"
source,"""The"" One Word"
murder,None
on,None
the,None
mind,None
storm,One Word
night,None
runner,None
stray,One Word
doppelganger,One Word
the,The Adj Noun
gathering,The Adj Noun
dark,The Adj Noun
demons,None
in,None
disguise,None
thor's,None
serpents,None
scorpion,None
mountain,None
orkney,One Word
diary,___ of ___
of,___ of ___
a,___ of ___
teenage,___ of ___
fairy,___ of ___
godmother,___ of ___
fantasy,___ of ___
of,___ of ___
flight,___ of ___
mines,___ of ___
of,___ of ___
the,___ of ___
minotaur,___ of ___
the,___ and ___
"good,",___ and ___
the,___ and ___
bad,___ and ___
and,___ and ___
the,___ and ___
smug,___ and ___
darkling,One Word
dark,None
soul,None
pushing,None
ice,None
wintr's,None
homecoming:,None
secrets,None
a,None
faerie's,None
secret,None
the,None
battle,None
for,None
wondla,None
saga,None
#1,None
lyrebird,One Word
dark,None
disciple,None
pet,___ of ___
shop,___ of ___
of,___ of ___
"horrors,",___ of ___
volume,___ of ___
9,___ of ___
the,The Adj Noun
necromancer's,The Adj Noun
dance,The Adj Noun
soulless:,None
the,None
"manga,",None
vol.,None
3,None
jonathan,___ and ___
and,___ and ___
the,___ and ___
big,___ and ___
blue,___ and ___
boat,___ and ___
hearts,___ of ___
of,___ of ___
darkness,___ of ___
z,One Word
can,None
you,None
survive,None
the,None
zombie,None
apocalypse?,None
the,"""The"" One Word"
fold,"""The"" One Word"
stacey,None
the,None
soccer,None
fairy,None
aurora,None
sky,None
the,The Adj Noun
ethos,The Adj Noun
effect,The Adj Noun
the,___ of ___
book,___ of ___
of,___ of ___
phoenix,___ of ___
vengeance,None
road,None
city,___ of ___
of,___ of ___
light,___ of ___
sex,None
criminals:,None
volume,None
one:,None
one,None
weird,None
trick,None
you're,None
not,None
going,None
that,None
way,None
friends,___ and ___
and,___ and ___
traitors,___ and ___
warfare,One Word
stealing,None
light,None
the,"""The"" One Word"
core,"""The"" One Word"
nova,One Word
wounded,One Word
black,None
"panther,",None
vol.,None
1:,None
a,None
nation,None
under,None
our,None
"feet,",None
book,None
1,None
happy,None
hour,None
at,None
casa,None
dracula,None
compete,One Word
blue,None
tide,None
waking,None
gods,None
neverworld,None
wake,None
metro,None
2035,None
king,___ of ___
arthur,___ of ___
and,___ of ___
his,___ of ___
knights,___ of ___
of,___ of ___
the,___ of ___
round,___ of ___
table,___ of ___
the,"""The"" One Word"
three,"""The"" One Word"
broken,One Word
the,The Adj Noun
preserving,The Adj Noun
machine,The Adj Noun
sourdough,One Word
sky,None
raiders,None
replica,One Word
siren's,None
song,None
damsel,One Word
another,None
shore,None
salamanca,One Word
false,None
gods,None
nearly,None
departed,None
in,None
deadwood,None
weapon,One Word
the,The Adj Noun
bear,The Adj Noun
king,The Adj Noun
tristan,None
strong,None
punches,None
a,None
hole,None
in,None
the,None
sky,None
shadow,None
me,None
mary,None
poppins,None
(mary,None
"poppins,",None
#1-4),None
seafire,One Word
the,The Adj Noun
rebel,The Adj Noun
mages,The Adj Noun
the,"""The"" One Word"
churn,"""The"" One Word"
deadly,None
relations:,None
bester,None
ascendant,None
princess,None
ahira,None
spork,One Word
fake,None
mustache,None
infernal,___ of ___
father,___ of ___
of,___ of ___
mine,___ of ___
beautiful,None
blue,None
world,None
the,"""The"" One Word"
quest,"""The"" One Word"
the,"""The"" One Word"
watchers,"""The"" One Word"
trail,___ of ___
of,___ of ___
lightning,___ of ___
lifeboats:,___ of ___
a,___ of ___
tale,___ of ___
of,___ of ___
the,___ of ___
young,___ of ___
wizards,___ of ___
inamorata,One Word
odysseus,None
in,None
the,None
serpent,None
maze,None
the,___ of ___
book,___ of ___
of,___ of ___
shadows,___ of ___
interstellar,None
pig,None
alan,None
"mendelsohn,",None
the,None
boy,None
from,None
mars,None
the,___ of ___
hand,___ of ___
of,___ of ___
oberon,___ of ___
the,"""The"" One Word"
necronomicon,"""The"" One Word"
hidden,None
talents,None
the,___ of ___
guide,___ of ___
to,___ of ___
the,___ of ___
territories,___ of ___
of,___ of ___
halla,___ of ___
ysabel,One Word
the,None
integral,None
trees,None
/,None
the,None
smoke,None
ring,None
new,None
moon,None
into,None
the,None
dark,None
lands,None
crewel,None
lye:,None
a,None
caustic,None
yarn,None
roc,___ and ___
and,___ and ___
a,___ and ___
hard,___ and ___
place,___ and ___
shardik,One Word
the,___ of ___
falcon,___ of ___
of,___ of ___
eden,___ of ___
santa's,None
twin,None
one,None
bloody,None
thing,None
after,None
another,None
doctor,None
who:,None
interference,None
-,None
book,None
one,None
mission,One Word
holidays,None
are,None
hell,None
storm,___ of ___
of,___ of ___
shadows,___ of ___
the,The Adj Noun
white,The Adj Noun
dragon,The Adj Noun
the,___ and ___
birthmark,___ and ___
and,___ and ___
other,___ and ___
stories,___ and ___
the,The Adj Noun
iron,The Adj Noun
duke,The Adj Noun
stephen,None
king's,None
the,None
dark,None
tower:,None
the,None
complete,None
concordance,None
glory,None
season,None
the,The Adj Noun
iron,The Adj Noun
witch,The Adj Noun
fang,None
me,None
go-go,___ of ___
girls,___ of ___
of,___ of ___
the,___ of ___
apocalypse,___ of ___
two,None
classics,None
by,None
roald,None
dahl,None
the,The Adj Noun
firebringer,The Adj Noun
trilogy,The Adj Noun
vampire,None
zero,None
raziel,One Word
lord,___ of ___
of,___ of ___
the,___ of ___
white,___ of ___
"hell,",___ of ___
book,___ of ___
1,___ of ___
the,___ of ___
many,___ of ___
deaths,___ of ___
of,___ of ___
the,___ of ___
black,___ of ___
company,___ of ___
charnel,None
house,None
the,The Adj Noun
midnight,The Adj Noun
mayor,The Adj Noun
the,None
shattering:,None
prelude,None
to,None
cataclysm,None
the,None
lily,None
bard,None
mysteries,None
omnibus,None
genie,None
in,None
training,None
rising,None
stars,None
the,None
temple,None
at,None
landfall,None
flat,None
stanley,None
his,None
original,None
adventure,None
dragoncharm,One Word
the,The Adj Noun
shockwave,The Adj Noun
rider,The Adj Noun
tiger,One Word
fullmetal,None
"alchemist,",None
vol.,None
6,None
artemis,None
the,None
loyal,None
mistress,___ of ___
of,___ of ___
redemption,___ of ___
the,"""The"" One Word"
haunted,"""The"" One Word"
tide,___ of ___
of,___ of ___
terror,___ of ___
avatar,None
volume,None
8:,None
the,None
last,None
airbender,None
baited,None
blood,None
star,None
by,None
star,None
signal,None
to,None
noise,None
dragon,___ and ___
and,___ and ___
thief,___ and ___
masques,___ and ___
and,___ and ___
wolfsbane,___ and ___
fanged,___ and ___
&,___ and ___
fabulous,___ and ___
feersum,None
endjinn,None
the,___ of ___
war,___ of ___
of,___ of ___
the,___ of ___
prophets,___ of ___
a,None
grey,None
moon,None
over,None
china,None
pandora,None
"hearts,",None
volume,None
6,None
leaf,None
by,None
niggle,None
halo,___ of ___
of,___ of ___
the,___ of ___
sun,___ of ___
aristoi,One Word
the,___ of ___
legend,___ of ___
of,___ of ___
huma,___ of ___
the,The Adj Noun
nameless,The Adj Noun
city,The Adj Noun
ever,None
after:,None
a,None
cinderella,None
story,None
wired,One Word
the,The Adj Noun
divine,The Adj Noun
child,The Adj Noun
dream,None
war,None
to,None
sail,None
beyond,None
the,None
sunset,None
the,"""The"" One Word"
gardener,"""The"" One Word"
the,The Adj Noun
uncertain,The Adj Noun
path,The Adj Noun
omnivore,One Word
a,___ of ___
solid,___ of ___
core,___ of ___
of,___ of ___
alpha,___ of ___
"bone,",None
vol.,None
4:,None
the,None
dragonslayer,None
the,"""The"" One Word"
leaf,"""The"" One Word"
the,The Adj Noun
alpha's,The Adj Noun
choice,The Adj Noun
toil,___ and ___
and,___ and ___
trouble,___ and ___
banner,___ of ___
of,___ of ___
the,___ of ___
damned,___ of ___
forbidden,One Word
the,The Adj Noun
assassin's,The Adj Noun
curse,The Adj Noun
proof,One Word
the,"""The"" One Word"
turn,"""The"" One Word"
lost,___ and ___
and,___ and ___
found,___ and ___
harken,One Word
piratica:,___ of ___
being,___ of ___
a,___ of ___
daring,___ of ___
tale,___ of ___
of,___ of ___
a,___ of ___
singular,___ of ___
girl's,___ of ___
adventure,___ of ___
upon,___ of ___
the,___ of ___
high,___ of ___
seas,___ of ___
blue,None
moon,None
rising,None
mission,None
child,None
only,None
with,None
a,None
highlander,None
manseed,One Word
the,___ of ___
lord,___ of ___
of,___ of ___
the,___ of ___
rings:,___ of ___
the,___ of ___
making,___ of ___
of,___ of ___
the,___ of ___
movie,___ of ___
trilogy,___ of ___
blood,___ of ___
of,___ of ___
the,___ of ___
demon,___ of ___
sheep,One Word
falling,None
free,None
jedi,None
healer,None
the,The Adj Noun
wine-dark,The Adj Noun
sea,The Adj Noun
the,___ of ___
book,___ of ___
of,___ of ___
dead,___ of ___
days,___ of ___
sentinel,One Word
daughter,___ of ___
of,___ of ___
the,___ of ___
earth,___ of ___
and,___ of ___
sky,___ of ___
the,The Adj Noun
dirt,The Adj Noun
eaters,The Adj Noun
to,None
light,None
a,None
candle:,None
the,None
obsidian,None
"trilogy,",None
book,None
two,None
the,The Adj Noun
iron,The Adj Noun
tree,The Adj Noun
the,___ and ___
divine,___ and ___
and,___ and ___
the,___ and ___
defeated,___ and ___
empire,___ of ___
of,___ of ___
ivory,___ of ___
full,None
moon,None
kisses,None
necromancing,None
the,None
stone,None
darkest,None
fear,None
assassin?,One Word
the,___ of ___
shadows,___ of ___
of,___ of ___
grace,___ of ___
high,None
tide,None
in,None
hawaii,None
lost,None
star,None
confessions,___ of ___
of,___ of ___
a,___ of ___
d-list,___ of ___
supervillain,___ of ___
obsidian,None
mirror,None
conan,None
the,None
unconquered,None
conjuring,None
darkness,None
blood,None
debt,None
the,___ of ___
branches,___ of ___
of,___ of ___
time,___ of ___
the,None
haunted,None
looking,None
glass,None
dark,None
inheritance,None
ancient,None
evenings,None
hunter's,None
heart,None
dragons,___ of ___
of,___ of ___
the,___ of ___
hourglass,___ of ___
mage,___ of ___
the,The Adj Noun
lost,The Adj Noun
prince,The Adj Noun
the,"""The"" One Word"
choosing,"""The"" One Word"
raging,None
star,None
banishing,None
the,None
dark,None
roses,___ and ___
and,___ and ___
thorns:,___ and ___
beauty,___ and ___
and,___ and ___
the,___ and ___
beast,___ and ___
retold,___ and ___
marked,One Word
on,None
midnight,None
wings,None
thea,___ and ___
stilton,___ and ___
and,___ and ___
the,___ and ___
chocolate,___ and ___
sabotage,___ and ___
shadow,None
rising,None
wystan,One Word
black,None
heart,None
something,___ and ___
strange,___ and ___
and,___ and ___
deadly,___ and ___
the,The Adj Noun
babel,The Adj Noun
codex,The Adj Noun
today,None
i,None
will,None
fly!,None
kiss,___ of ___
of,___ of ___
darkness,___ of ___
dead,None
is,None
a,None
battlefield,None
the,The Adj Noun
wicked,The Adj Noun
enchantment,The Adj Noun
little,None
nemo:,None
1905-1914,None
seven,None
years,None
avatar:,None
the,None
last,None
airbender:,None
the,None
"rift,",None
part,None
3,None
impostor,One Word
fireborn,One Word
deadman,None
"wonderland,",None
vol.,None
6,None
the,The Adj Noun
singing,The Adj Noun
sword,The Adj Noun
reborn!,None
vol.,None
03:,None
faintly,None
arrives!,None
the,None
iron,None
fey,None
series,None
5,None
books,None
collection,None
set,None
breed,One Word
the,The Adj Noun
healing,The Adj Noun
spell,The Adj Noun
rogue's,None
paradise,None
captivated,One Word
still,None
with,None
me,None
secrets,One Word
the,___ of ___
runes,___ of ___
of,___ of ___
war,___ of ___
jinx,None
on,None
the,None
divide,None
blade,None
dance,None
"vassalord,",None
volume,None
1,None
the,___ of ___
tomb,___ of ___
of,___ of ___
hercules,___ of ___
yu-gi-oh!,None
vol.,None
2:,None
the,None
cards,None
with,None
teeth,None
holy,None
cow,None
the,"""The"" One Word"
brokenhearted,"""The"" One Word"
sunblind,One Word
when,None
did,None
you,None
see,None
her,None
last?,None
the,"""The"" One Word"
darkening,"""The"" One Word"
dragonsong,None
/,None
dragonsinger,None
the,"""The"" One Word"
void,"""The"" One Word"
numbers,One Word
dawn,One Word
the,The Adj Noun
twistrose,The Adj Noun
key,The Adj Noun
accelerando,One Word
the,___ of ___
gore:,___ of ___
book,___ of ___
six,___ of ___
of,___ of ___
the,___ of ___
oz,___ of ___
chronicles,___ of ___
weregild,One Word
the,The Adj Noun
liminal,The Adj Noun
people,The Adj Noun
green,None
mars,None
a,___ of ___
blight,___ of ___
of,___ of ___
mages,___ of ___
tower,None
lord,None
the,The Adj Noun
hanged,The Adj Noun
man,The Adj Noun
odin's,None
ravens,None
the,The Adj Noun
chimera's,The Adj Noun
curse,The Adj Noun
where,None
there's,None
a,None
"wolf,",None
there's,None
a,None
way,None
a,None
hero,None
for,None
wondla,None
born,___ of ___
of,___ of ___
ice,___ of ___
the,___ of ___
story,___ of ___
of,___ of ___
the,___ of ___
champions,___ of ___
of,___ of ___
the,___ of ___
round,___ of ___
table,___ of ___
the,The Adj Noun
mirror,The Adj Noun
king,The Adj Noun
ahsoka,One Word
prince,___ of ___
of,___ of ___
fools,___ of ___
the,The Adj Noun
old,The Adj Noun
country,The Adj Noun
dream,None
magic,None
sebastian,One Word
"wytches,",None
volume,None
1,None
soulless:,None
the,None
"manga,",None
vol.,None
2,None
the,The Adj Noun
grendel,The Adj Noun
affair,The Adj Noun
the,___ and ___
selection,___ and ___
stories:,___ and ___
the,___ and ___
queen,___ and ___
&,___ and ___
the,___ and ___
favorite,___ and ___
the,None
witch,None
